team_name,player_role,map_played,match_type,kills,assists,deaths,accuracy_percent,reaction_time_ms,fatigue_index,performance_score,win_probability,mvp_award
Red Vortex,Sniper,Desert Storm,Final,17,14,12,54.14,218.57,0.32,59.87,1.0,No
CyberX,IGL,Neon City,Semi-Final,14,7,8,48.76,231.48,0.41,47.28,1.0,No
Red Vortex,Entry Fragger,Desert Storm,Semi-Final,21,8,5,52.48,209.95,0.19,69.34,1.0,Yes
Team Nova,Flex,Dust Arena,Final,16,5,8,25.29,223.9,0.64,35.24,0.72,No
Team Nova,Support,Frozen Base,Qualifier,19,9,8,45.49,234.59,0.16,60.15,1.0,Yes
Phantom Squad,Sniper,Neon City,Playoff,15,13,6,56.35,177.68,0.5,60.17,1.0,Yes
Team Alpha,Sniper,Skyline,Semi-Final,16,7,6,46.11,236.58,0.39,52.16,1.0,No
Red Vortex,Entry Fragger,Dust Arena,Semi-Final,10,8,7,48.17,233.49,0.67,38.38,0.87,No
Phantom Squad,IGL,Frozen Base,Final,11,8,3,33.76,155.59,0.28,41.08,1.0,No
Team Alpha,Entry Fragger,Dust Arena,Group Stage,19,5,12,46.2,236.86,0.81,46.0,0.92,No
CyberX,Sniper,Frozen Base,Group Stage,15,3,8,40.29,223.99,0.7,38.14,0.78,No
Titan Esports,Flex,Skyline,Final,14,7,16,34.9,254.71,0.47,31.75,0.59,No
CyberX,Flex,Frozen Base,Playoff,9,6,10,54.23,214.94,0.1,40.11,0.89,No
Phantom Squad,Flex,Neon City,Qualifier,18,7,8,53.7,201.27,0.47,57.15,0.98,No
Red Vortex,Entry Fragger,Neon City,Group Stage,9,6,13,30.5,234.56,0.37,22.55,0.88,No
Team Nova,Entry Fragger,Skyline,Semi-Final,18,15,6,43.92,229.37,0.01,66.86,1.0,Yes
Titan Esports,Sniper,Neon City,Qualifier,18,7,9,32.65,202.66,0.8,42.33,0.93,No
Red Vortex,IGL,Desert Storm,Group Stage,11,4,11,38.59,233.16,0.93,25.0,0.84,No
Phantom Squad,Support,Neon City,Semi-Final,16,9,6,34.72,168.7,0.92,43.16,0.87,No
CyberX,Sniper,Frozen Base,Final,18,6,6,43.39,267.88,0.6,51.7,0.95,No
Red Vortex,Support,Skyline,Final,16,12,12,44.02,215.82,0.11,52.91,0.91,No
Phantom Squad,Sniper,Neon City,Semi-Final,19,9,16,38.38,237.6,0.98,40.39,0.79,No
Titan Esports,Support,Desert Storm,Final,14,6,15,30.73,265.91,0.66,27.77,0.87,No
CyberX,Entry Fragger,Frozen Base,Qualifier,13,12,8,41.07,248.67,0.31,47.43,1.0,No
Team Alpha,IGL,Desert Storm,Playoff,7,7,7,69.02,267.08,0.71,41.41,0.86,No
CyberX,Flex,Neon City,Group Stage,26,5,6,44.79,246.45,0.92,64.19,1.0,Yes
Red Vortex,Entry Fragger,Dust Arena,Playoff,18,5,17,53.13,176.04,0.2,48.56,0.93,No
Titan Esports,Entry Fragger,Frozen Base,Qualifier,14,6,12,40.14,194.21,0.93,32.77,0.86,No
Team Nova,IGL,Frozen Base,Playoff,14,17,6,46.7,179.23,0.24,59.95,1.0,No
Team Alpha,Entry Fragger,Desert Storm,Qualifier,13,7,12,54.32,204.11,0.04,47.76,1.0,No
Phantom Squad,Support,Neon City,Group Stage,12,6,8,55.4,223.08,0.54,44.3,0.93,No
CyberX,Entry Fragger,Neon City,Qualifier,7,11,15,54.09,197.41,0.45,32.55,0.78,No
CyberX,Entry Fragger,Frozen Base,Final,11,8,14,42.52,228.62,0.83,28.96,0.89,No
Phantom Squad,Flex,Frozen Base,Qualifier,15,8,6,60.15,235.65,0.31,58.98,0.89,No
CyberX,Flex,Dust Arena,Qualifier,17,8,6,49.93,224.92,0.36,57.37,1.0,No
Red Vortex,Entry Fragger,Desert Storm,Qualifier,10,10,12,61.86,175.6,0.17,47.23,1.0,No
Titan Esports,Sniper,Desert Storm,Final,21,13,14,53.94,227.32,0.47,63.27,1.0,Yes
CyberX,Support,Dust Arena,Semi-Final,21,8,11,55.6,226.91,0.62,60.6,1.0,Yes
Phantom Squad,Entry Fragger,Skyline,Final,9,11,9,45.44,182.2,0.98,32.92,0.8,No
Red Vortex,Entry Fragger,Skyline,Semi-Final,15,9,11,38.29,207.14,0.25,44.64,1.0,No
Team Nova,Sniper,Frozen Base,Group Stage,19,6,10,37.6,223.2,0.68,46.0,1.0,No
CyberX,IGL,Desert Storm,Group Stage,9,6,8,52.63,264.67,0.61,36.21,0.98,No
Team Alpha,Entry Fragger,Skyline,Group Stage,22,8,14,41.96,278.71,0.07,58.28,0.98,No
CyberX,Entry Fragger,Neon City,Playoff,14,9,13,40.78,193.75,0.23,42.09,1.0,No
Team Nova,Support,Frozen Base,Group Stage,16,12,12,59.47,245.12,0.59,55.84,1.0,No
CyberX,Support,Desert Storm,Final,9,9,7,40.14,216.94,0.13,38.77,0.68,No
CyberX,Entry Fragger,Dust Arena,Group Stage,22,7,7,43.15,265.74,0.73,58.28,1.0,No
Team Alpha,Entry Fragger,Frozen Base,Semi-Final,16,8,7,41.43,212.04,0.39,49.82,0.96,No
Red Vortex,Flex,Frozen Base,Final,25,9,9,59.45,226.87,0.38,75.92,1.0,Yes
CyberX,Support,Dust Arena,Group Stage,15,8,12,47.01,228.77,0.42,45.3,0.78,No
Red Vortex,Entry Fragger,Skyline,Semi-Final,21,10,9,43.43,260.45,0.88,55.92,0.96,No
Team Alpha,Support,Desert Storm,Playoff,18,12,4,42.04,199.39,0.26,62.42,1.0,Yes
Red Vortex,Entry Fragger,Skyline,Final,27,17,7,52.92,168.45,0.31,87.36,1.0,Yes
Team Alpha,Flex,Dust Arena,Qualifier,15,9,9,26.33,229.52,0.56,37.56,0.9,No
Red Vortex,Sniper,Neon City,Playoff,16,9,14,47.33,214.22,0.61,44.56,1.0,No
CyberX,IGL,Frozen Base,Group Stage,18,12,15,55.2,266.62,0.21,58.5,1.0,No
Phantom Squad,Sniper,Dust Arena,Playoff,20,8,12,42.2,181.2,0.45,52.6,1.0,No
Phantom Squad,Support,Desert Storm,Playoff,15,7,6,40.24,201.26,0.23,48.82,0.92,No
Team Alpha,IGL,Dust Arena,Semi-Final,12,5,10,41.95,249.23,0.87,31.28,0.84,No
Titan Esports,IGL,Neon City,Qualifier,7,9,10,36.47,236.48,0.11,30.13,0.74,No
Phantom Squad,Entry Fragger,Neon City,Playoff,15,9,9,43.04,215.45,0.51,46.42,0.95,No
Phantom Squad,Flex,Neon City,Group Stage,15,11,11,49.59,193.33,0.71,47.7,0.95,No
Titan Esports,Entry Fragger,Desert Storm,Group Stage,19,10,11,27.59,248.3,0.66,44.2,0.89,No
Team Alpha,Entry Fragger,Neon City,Qualifier,18,10,7,40.99,217.78,0.45,55.0,1.0,No
Phantom Squad,Flex,Skyline,Final,15,9,10,42.97,244.89,0.75,42.98,0.96,No
Team Alpha,Sniper,Desert Storm,Qualifier,7,11,13,48.67,263.44,0.44,31.94,1.0,No
Team Alpha,Support,Neon City,Qualifier,12,8,8,48.83,241.95,0.75,40.91,1.0,No
Team Nova,Flex,Skyline,Semi-Final,15,8,9,37.29,257.53,0.07,46.94,0.87,No
Phantom Squad,Sniper,Neon City,Final,15,6,10,40.57,195.5,0.14,44.88,0.92,No
Phantom Squad,Flex,Frozen Base,Final,15,9,8,52.5,204.08,0.4,53.25,0.94,No
CyberX,Sniper,Frozen Base,Qualifier,18,4,8,25.34,260.51,0.39,40.77,0.81,No
Phantom Squad,IGL,Neon City,Playoff,11,10,5,50.78,163.57,0.18,50.59,1.0,No
Team Alpha,Support,Dust Arena,Playoff,10,5,9,51.37,266.16,0.16,40.09,1.0,No
CyberX,Sniper,Dust Arena,Semi-Final,11,7,11,27.77,204.38,0.41,27.78,0.73,No
Team Alpha,Entry Fragger,Frozen Base,Playoff,5,15,2,43.17,204.38,0.62,38.38,0.87,No
Team Alpha,Support,Neon City,Playoff,11,9,11,37.12,219.69,0.1,37.56,0.87,No
Team Nova,Support,Frozen Base,Semi-Final,14,8,7,52.09,225.9,0.03,54.75,1.0,No
Team Alpha,IGL,Skyline,Qualifier,12,9,8,56.53,257.69,0.21,51.16,0.98,No
Red Vortex,Sniper,Frozen Base,Qualifier,10,9,15,54.38,191.75,0.03,40.89,1.0,No
Titan Esports,Support,Neon City,Group Stage,16,10,6,41.62,170.74,0.6,50.81,0.94,No
Team Alpha,Sniper,Dust Arena,Semi-Final,20,9,10,44.25,194.22,0.28,58.33,0.93,No
Team Alpha,Flex,Desert Storm,Qualifier,14,13,12,34.31,220.18,0.43,41.86,0.82,No
Team Alpha,Support,Frozen Base,Final,15,5,11,42.8,231.38,0.2,43.4,1.0,No
Titan Esports,Entry Fragger,Neon City,Qualifier,15,9,10,39.36,215.57,0.66,42.08,1.0,No
Titan Esports,Sniper,Dust Arena,Semi-Final,15,7,14,51.38,285.11,0.88,39.89,0.88,No
Team Nova,Flex,Frozen Base,Group Stage,20,5,13,38.3,201.99,0.35,47.65,1.0,No
Red Vortex,Entry Fragger,Skyline,Playoff,13,7,11,44.37,224.27,0.39,40.29,0.82,No
Team Alpha,Sniper,Desert Storm,Group Stage,15,12,11,52.39,249.13,0.1,56.2,1.0,No
CyberX,IGL,Desert Storm,Final,16,4,6,41.12,168.75,0.68,43.76,0.97,No
CyberX,IGL,Desert Storm,Final,10,8,12,41.04,211.83,0.53,31.22,0.89,No
Team Alpha,Flex,Dust Arena,Qualifier,18,8,10,47.37,220.53,0.53,52.39,0.97,No
Team Nova,Support,Frozen Base,Final,11,8,15,50.79,145.31,0.8,32.39,0.83,No
Titan Esports,Support,Dust Arena,Semi-Final,15,7,6,44.65,182.75,0.15,51.83,1.0,No
Phantom Squad,IGL,Dust Arena,Final,13,7,12,51.79,174.63,0.77,39.19,0.73,No
Red Vortex,Sniper,Desert Storm,Qualifier,20,10,16,25.64,265.26,0.23,44.52,1.0,No
Titan Esports,Flex,Desert Storm,Semi-Final,14,16,11,41.92,187.96,0.42,49.76,0.91,No
Phantom Squad,Flex,Skyline,Final,19,10,6,50.62,212.49,0.23,65.01,1.0,Yes
Titan Esports,Entry Fragger,Dust Arena,Playoff,15,11,7,44.45,227.96,0.23,53.93,1.0,No
Phantom Squad,Support,Desert Storm,Semi-Final,17,5,10,47.76,242.41,0.07,52.18,1.0,No
CyberX,Sniper,Desert Storm,Qualifier,14,3,10,31.08,162.6,0.38,32.74,1.0,No
Phantom Squad,Entry Fragger,Skyline,Qualifier,12,8,11,25.56,217.56,0.61,27.68,0.8,No
Red Vortex,Flex,Frozen Base,Final,19,4,9,38.89,215.73,0.75,44.95,0.86,No
Team Alpha,Sniper,Neon City,Qualifier,20,7,16,59.28,204.46,0.61,54.54,0.91,No
Titan Esports,Sniper,Frozen Base,Final,13,6,8,31.16,239.72,0.02,39.38,0.92,No
CyberX,Flex,Dust Arena,Qualifier,11,7,5,53.56,213.33,0.03,50.48,1.0,No
Titan Esports,Support,Frozen Base,Playoff,16,3,9,28.95,240.47,0.03,40.18,1.0,No
Team Alpha,Entry Fragger,Desert Storm,Semi-Final,12,11,10,34.54,180.52,0.34,38.87,0.79,No
Red Vortex,Entry Fragger,Neon City,Qualifier,11,9,8,41.15,190.73,0.55,38.08,0.92,No
CyberX,Flex,Desert Storm,Final,20,4,10,38.57,237.03,0.48,48.48,0.93,No
Phantom Squad,Sniper,Neon City,Final,19,9,15,50.44,171.24,0.48,52.42,0.99,No
Team Nova,Entry Fragger,Skyline,Group Stage,16,4,9,37.95,194.17,0.52,40.77,1.0,No
Red Vortex,Flex,Skyline,Group Stage,18,5,11,38.97,258.28,0.75,41.98,0.88,No
Team Nova,Entry Fragger,Frozen Base,Playoff,13,2,8,48.0,229.19,0.99,34.1,0.76,No
Phantom Squad,Entry Fragger,Dust Arena,Qualifier,21,8,9,50.99,185.9,0.83,58.2,1.0,No
Phantom Squad,Flex,Frozen Base,Group Stage,11,12,8,40.5,258.54,0.3,43.25,0.91,No
Titan Esports,Support,Frozen Base,Group Stage,23,5,10,45.32,212.7,0.14,62.26,1.0,Yes
CyberX,IGL,Frozen Base,Group Stage,15,11,10,42.89,195.39,0.78,44.64,0.96,No
Team Nova,IGL,Dust Arena,Qualifier,19,4,10,46.86,233.13,0.13,54.13,1.0,No
Team Nova,Flex,Dust Arena,Group Stage,18,8,10,43.44,163.74,0.46,51.12,0.85,No
Red Vortex,Support,Frozen Base,Semi-Final,9,6,10,29.86,233.16,0.99,19.03,0.56,No
Titan Esports,IGL,Frozen Base,Final,9,7,17,50.43,266.96,0.71,26.12,0.82,No
CyberX,Support,Dust Arena,Group Stage,22,6,2,55.64,242.16,0.47,71.12,1.0,Yes
Team Nova,IGL,Skyline,Qualifier,13,8,10,47.58,222.3,0.57,42.09,0.93,No
Phantom Squad,Flex,Frozen Base,Qualifier,17,5,11,39.14,196.83,0.63,41.27,0.9,No
Titan Esports,Entry Fragger,Dust Arena,Playoff,15,11,15,39.65,240.24,0.99,35.93,0.88,No
Team Nova,Flex,Dust Arena,Final,16,11,13,66.42,238.88,0.76,55.61,1.0,No
Titan Esports,Flex,Neon City,Semi-Final,8,6,11,56.84,219.75,0.42,35.22,0.94,No
CyberX,IGL,Desert Storm,Group Stage,16,9,7,41.0,204.22,0.22,52.3,0.99,No
Team Alpha,Flex,Frozen Base,Semi-Final,13,11,5,44.48,199.99,0.84,45.84,0.81,No
Team Alpha,Support,Neon City,Semi-Final,10,6,10,39.37,192.13,0.12,34.48,0.93,No
Red Vortex,Entry Fragger,Dust Arena,Semi-Final,14,6,14,50.39,221.92,0.53,39.89,1.0,No
CyberX,Flex,Frozen Base,Qualifier,12,8,11,65.91,253.21,0.55,48.45,1.0,No
Team Nova,Sniper,Neon City,Group Stage,12,12,15,44.83,221.16,0.52,38.21,0.99,No
Phantom Squad,Support,Skyline,Semi-Final,13,8,16,33.71,244.66,0.65,28.36,0.67,No
Team Alpha,Sniper,Desert Storm,Playoff,12,8,8,52.8,234.45,0.88,41.6,0.99,No
Red Vortex,Flex,Dust Arena,Group Stage,16,12,6,39.49,209.89,0.82,49.55,0.78,No
Phantom Squad,Sniper,Desert Storm,Qualifier,15,5,9,44.84,191.77,0.86,39.82,0.89,No
Titan Esports,Sniper,Skyline,Qualifier,11,8,14,34.11,268.42,0.67,26.36,0.7,No
CyberX,Flex,Desert Storm,Group Stage,9,9,8,39.27,236.66,0.62,32.44,0.88,No
Team Alpha,Support,Desert Storm,Group Stage,11,6,9,41.22,174.75,0.14,38.21,0.97,No
CyberX,Support,Skyline,Semi-Final,19,7,10,44.82,145.38,0.97,47.71,0.93,No
Team Alpha,Support,Frozen Base,Final,19,5,9,45.05,267.29,0.79,48.62,1.0,No
Phantom Squad,Sniper,Frozen Base,Semi-Final,15,8,3,48.55,241.59,0.71,52.17,0.82,No
Titan Esports,Support,Skyline,Qualifier,20,5,13,54.13,248.66,0.05,58.56,1.0,No
Phantom Squad,IGL,Frozen Base,Final,7,5,6,45.83,233.48,0.22,33.71,0.88,No
Team Alpha,Flex,Dust Arena,Final,17,6,13,37.07,224.72,0.99,35.63,0.56,No
Team Nova,Sniper,Skyline,Final,14,10,12,40.03,183.48,0.63,39.72,0.97,No
Team Nova,Support,Dust Arena,Group Stage,14,8,7,52.74,182.13,0.96,45.77,0.98,No
Titan Esports,Support,Neon City,Playoff,22,7,18,35.94,235.29,0.1,49.97,1.0,No
Titan Esports,IGL,Dust Arena,Final,19,7,11,41.88,193.5,0.2,52.94,1.0,No
Team Alpha,Entry Fragger,Dust Arena,Playoff,16,8,16,51.35,259.26,0.53,44.38,0.86,No
CyberX,Flex,Frozen Base,Group Stage,14,9,13,56.35,194.5,0.61,46.07,0.86,No
Team Alpha,Flex,Dust Arena,Qualifier,16,6,14,47.07,231.57,0.86,38.93,0.84,No
Titan Esports,IGL,Dust Arena,Group Stage,15,4,11,50.68,211.97,0.95,38.84,0.84,No
Red Vortex,IGL,Desert Storm,Qualifier,16,6,11,42.24,230.25,0.61,42.02,0.8,No
CyberX,Flex,Neon City,Group Stage,9,7,11,55.48,258.56,0.25,39.24,0.82,No
CyberX,Entry Fragger,Dust Arena,Semi-Final,12,7,14,34.31,242.8,0.29,31.26,0.85,No
Team Alpha,Flex,Skyline,Group Stage,10,7,13,54.92,207.63,0.22,39.26,0.87,No
Team Nova,Support,Dust Arena,Group Stage,14,7,8,35.79,163.29,0.41,40.79,0.74,No
CyberX,Entry Fragger,Neon City,Playoff,21,6,6,37.23,234.39,0.6,54.61,1.0,No
Titan Esports,Support,Desert Storm,Final,17,3,15,50.27,258.03,0.65,40.64,1.0,No
Team Nova,Entry Fragger,Frozen Base,Final,16,3,10,48.38,229.23,0.37,45.49,1.0,No
Team Alpha,Entry Fragger,Neon City,Playoff,19,11,13,38.98,184.83,0.09,54.59,1.0,No
Team Nova,IGL,Dust Arena,Playoff,15,10,8,50.94,230.68,0.12,56.27,1.0,No
Phantom Squad,IGL,Dust Arena,Final,21,6,12,42.81,250.86,0.99,47.51,0.91,No
Titan Esports,Sniper,Dust Arena,Final,17,10,9,40.85,253.66,0.65,48.92,1.0,No
Team Alpha,Support,Dust Arena,Semi-Final,8,7,13,34.12,226.93,0.18,25.26,0.84,No
Team Nova,Flex,Frozen Base,Final,17,7,9,52.75,172.91,0.06,57.77,1.0,No
Phantom Squad,Flex,Neon City,Final,17,7,7,48.61,244.88,0.26,55.7,1.0,No
Titan Esports,Flex,Desert Storm,Final,15,6,13,59.84,185.5,0.09,52.02,1.0,No
Red Vortex,Flex,Dust Arena,Qualifier,24,9,11,57.74,224.46,0.7,67.87,1.0,Yes
Titan Esports,Support,Desert Storm,Qualifier,12,6,11,53.64,242.18,0.19,43.92,1.0,No
Red Vortex,IGL,Dust Arena,Qualifier,12,5,9,46.87,242.74,0.33,40.14,1.0,No
Titan Esports,Entry Fragger,Frozen Base,Playoff,6,12,14,37.99,271.78,0.97,19.3,0.66,No
CyberX,Entry Fragger,Desert Storm,Playoff,13,8,9,35.03,235.4,0.62,36.31,0.84,No
Team Alpha,IGL,Dust Arena,Qualifier,14,14,10,42.46,217.31,0.16,51.63,0.85,No
Team Nova,IGL,Frozen Base,Final,12,9,5,34.94,231.17,0.57,39.77,0.88,No
Team Alpha,Entry Fragger,Desert Storm,Group Stage,8,12,10,48.19,168.28,0.66,35.49,0.91,No
Team Nova,Sniper,Frozen Base,Semi-Final,12,3,14,45.86,216.5,0.18,34.13,0.83,No
Phantom Squad,Flex,Skyline,Playoff,12,8,5,47.29,285.95,0.24,48.24,0.93,No
Team Alpha,Flex,Frozen Base,Semi-Final,12,11,8,47.88,242.52,0.33,47.64,0.93,No
Titan Esports,Entry Fragger,Frozen Base,Semi-Final,19,9,10,37.62,203.75,0.81,47.71,0.93,No
Phantom Squad,Flex,Neon City,Qualifier,15,7,6,40.47,242.33,0.64,44.84,0.87,No
Team Nova,IGL,Neon City,Playoff,16,11,9,39.57,200.46,0.32,50.58,1.0,No
Team Nova,IGL,Frozen Base,Final,11,6,5,42.46,190.19,0.1,43.23,0.81,No
Team Alpha,Support,Skyline,Playoff,18,4,13,38.92,234.63,0.87,37.76,0.91,No
Team Nova,Entry Fragger,Skyline,Group Stage,13,7,9,46.99,191.75,0.48,42.7,0.87,No
Red Vortex,Flex,Dust Arena,Final,10,13,8,22.61,236.13,0.31,33.2,0.87,No
Red Vortex,Entry Fragger,Desert Storm,Semi-Final,21,8,7,45.75,241.58,0.97,56.17,1.0,No
Team Alpha,Flex,Skyline,Qualifier,14,8,16,49.31,186.37,0.72,37.45,0.8,No
Team Nova,IGL,Neon City,Semi-Final,20,13,13,56.18,249.1,0.13,66.79,1.0,Yes
Phantom Squad,Support,Neon City,Qualifier,19,10,14,49.29,232.43,0.99,48.74,0.92,No
CyberX,IGL,Dust Arena,Semi-Final,26,9,17,34.48,260.05,0.08,60.44,1.0,Yes
CyberX,Support,Neon City,Playoff,18,8,10,48.47,192.8,0.99,48.34,0.89,No
Team Alpha,Support,Desert Storm,Semi-Final,12,10,4,63.06,225.35,0.35,58.03,0.95,No
CyberX,IGL,Desert Storm,Qualifier,19,12,8,44.13,247.92,0.3,61.06,1.0,Yes
Team Alpha,Entry Fragger,Desert Storm,Final,13,8,6,42.54,235.88,0.84,40.87,0.92,No
Team Nova,IGL,Neon City,Group Stage,18,10,16,52.95,254.79,0.98,46.67,1.0,No
Phantom Squad,Entry Fragger,Skyline,Qualifier,13,8,12,46.46,155.82,0.88,36.43,0.87,No
Phantom Squad,Support,Neon City,Playoff,16,10,5,47.92,186.67,0.79,53.06,0.91,No
Team Alpha,Sniper,Neon City,Playoff,10,5,9,54.08,234.41,0.79,35.14,1.0,No
Phantom Squad,IGL,Neon City,Qualifier,14,7,8,41.46,253.76,0.07,47.03,0.95,No
Red Vortex,Entry Fragger,Desert Storm,Group Stage,21,8,6,52.21,194.57,0.5,65.11,1.0,Yes
Phantom Squad,Entry Fragger,Skyline,Group Stage,14,8,19,48.61,190.76,0.02,41.1,1.0,No
Red Vortex,IGL,Desert Storm,Qualifier,14,5,8,43.38,200.32,0.91,37.59,0.78,No
Titan Esports,IGL,Skyline,Qualifier,21,9,13,46.74,272.76,0.39,57.47,1.0,No
Titan Esports,Flex,Neon City,Semi-Final,23,13,12,49.46,241.54,0.79,63.83,1.0,Yes
Red Vortex,IGL,Frozen Base,Qualifier,16,5,8,40.28,220.69,0.42,44.94,0.86,No
Team Nova,Entry Fragger,Neon City,Final,19,8,4,42.97,199.46,0.36,59.88,1.0,No
Red Vortex,Sniper,Frozen Base,Final,6,9,10,39.61,216.4,0.86,22.2,0.76,No
Phantom Squad,IGL,Desert Storm,Group Stage,10,13,8,49.6,243.0,0.58,44.0,1.0,No
Phantom Squad,IGL,Neon City,Group Stage,17,5,13,52.02,198.71,0.05,51.51,1.0,No
Titan Esports,Flex,Dust Arena,Final,16,9,9,46.76,198.59,0.3,52.38,1.0,No
Phantom Squad,Flex,Frozen Base,Group Stage,15,6,12,45.46,296.07,0.97,37.03,0.87,No
Team Nova,Entry Fragger,Skyline,Final,16,14,10,36.63,234.47,0.57,48.61,1.0,No
Titan Esports,Support,Desert Storm,Playoff,15,11,8,34.04,260.93,0.53,44.72,0.83,No
Phantom Squad,Flex,Desert Storm,Qualifier,22,6,10,58.96,194.49,0.64,63.08,1.0,Yes
Team Nova,Entry Fragger,Skyline,Playoff,12,9,16,56.18,164.25,0.11,43.99,1.0,No
Team Nova,IGL,Frozen Base,Semi-Final,9,5,7,33.74,218.6,0.77,25.17,0.85,No
Titan Esports,Entry Fragger,Desert Storm,Playoff,21,7,9,39.71,253.73,0.67,53.16,1.0,No
Phantom Squad,Flex,Skyline,Semi-Final,15,9,9,40.31,205.6,0.21,48.05,0.79,No
Red Vortex,IGL,Desert Storm,Final,18,6,9,56.81,267.17,0.56,55.8,1.0,No
Team Nova,Entry Fragger,Frozen Base,Final,14,6,9,48.76,206.28,0.54,43.98,0.98,No
Phantom Squad,Sniper,Frozen Base,Semi-Final,20,11,3,49.96,193.95,0.95,63.48,1.0,Yes
Titan Esports,Support,Frozen Base,Group Stage,19,6,11,55.36,187.0,0.63,54.38,1.0,No
CyberX,IGL,Skyline,Final,8,9,6,62.74,240.26,0.45,45.87,0.92,No
CyberX,IGL,Dust Arena,Semi-Final,17,8,11,61.4,228.64,0.85,53.2,0.94,No
Team Alpha,Flex,Skyline,Group Stage,15,7,11,57.27,208.15,0.09,53.74,1.0,No
Team Alpha,Entry Fragger,Neon City,Playoff,16,6,7,39.28,217.62,0.12,49.44,0.87,No
Titan Esports,Flex,Desert Storm,Qualifier,9,6,13,40.75,208.47,0.76,23.77,0.63,No
CyberX,Support,Dust Arena,Semi-Final,21,7,10,40.79,251.87,0.64,52.99,1.0,No
Team Nova,Support,Dust Arena,Qualifier,12,14,12,35.19,179.62,0.01,43.49,0.9,No
Team Nova,Sniper,Frozen Base,Semi-Final,13,6,9,48.37,217.42,0.69,40.29,0.89,No
Red Vortex,Sniper,Neon City,Semi-Final,16,1,10,42.3,228.11,0.62,37.95,0.81,No
Team Nova,Sniper,Desert Storm,Semi-Final,14,5,6,35.69,185.81,1.0,34.84,0.78,No
Team Alpha,IGL,Neon City,Playoff,16,10,8,40.01,216.49,0.2,52.0,1.0,No
Red Vortex,Entry Fragger,Skyline,Qualifier,18,6,11,44.8,218.47,0.85,44.9,0.88,No
Team Nova,Entry Fragger,Dust Arena,Final,14,11,4,61.01,247.62,0.23,63.2,0.97,Yes
Titan Esports,Flex,Dust Arena,Final,5,7,8,46.08,252.93,0.28,29.24,0.72,No
Team Alpha,Entry Fragger,Dust Arena,Semi-Final,8,5,7,54.49,257.25,0.63,34.95,0.9,No
Phantom Squad,Support,Neon City,Final,9,10,7,31.54,275.43,0.19,34.87,0.8,No
Red Vortex,IGL,Neon City,Final,15,15,9,51.16,258.34,0.02,61.38,1.0,Yes
Red Vortex,Entry Fragger,Frozen Base,Group Stage,22,10,10,39.6,183.1,0.27,61.1,1.0,Yes
Phantom Squad,Flex,Frozen Base,Semi-Final,12,3,10,56.31,176.62,0.87,36.45,0.74,No
Team Alpha,IGL,Skyline,Semi-Final,19,6,10,52.9,200.21,0.52,55.25,0.92,No
Red Vortex,IGL,Neon City,Playoff,19,7,8,51.81,218.91,0.6,56.91,1.0,No
Titan Esports,Entry Fragger,Dust Arena,Group Stage,16,11,11,35.19,217.09,0.98,39.8,0.83,No
Titan Esports,Entry Fragger,Neon City,Group Stage,8,9,9,32.01,210.7,0.55,26.5,0.81,No
Titan Esports,Sniper,Dust Arena,Group Stage,9,7,13,45.08,214.07,0.12,33.34,0.75,No
Titan Esports,IGL,Desert Storm,Group Stage,19,7,9,49.14,217.31,0.53,55.27,0.92,No
Team Alpha,Flex,Neon City,Group Stage,13,7,13,48.52,197.95,0.81,36.16,0.88,No
Team Alpha,IGL,Dust Arena,Qualifier,15,11,8,50.07,157.84,0.45,53.53,1.0,No
Phantom Squad,Support,Dust Arena,Group Stage,20,9,10,43.68,178.91,0.12,59.64,0.99,No
Team Nova,Flex,Dust Arena,Group Stage,15,9,18,39.43,222.26,0.9,31.72,1.0,No
Team Alpha,Support,Frozen Base,Qualifier,14,4,9,33.63,243.47,0.91,30.71,0.84,No
Titan Esports,Sniper,Neon City,Semi-Final,12,7,7,56.06,199.16,0.28,49.23,1.0,No
CyberX,Support,Frozen Base,Qualifier,23,11,11,34.29,195.69,0.57,57.44,1.0,No
Team Alpha,Flex,Frozen Base,Group Stage,13,11,8,39.2,211.41,0.46,44.0,0.94,No
Phantom Squad,Sniper,Desert Storm,Group Stage,8,9,10,46.35,230.91,0.68,31.37,0.75,No
Team Nova,Sniper,Desert Storm,Qualifier,12,7,5,52.7,240.24,0.92,43.15,0.92,No
CyberX,Support,Neon City,Semi-Final,19,6,8,40.52,180.24,0.94,46.86,0.99,No
CyberX,Entry Fragger,Neon City,Playoff,12,6,17,35.66,225.06,0.45,26.33,0.62,No
Phantom Squad,Entry Fragger,Frozen Base,Final,19,10,6,56.99,233.03,0.87,61.8,1.0,Yes
Titan Esports,IGL,Skyline,Playoff,13,12,13,39.52,247.06,0.76,37.16,0.87,No
Team Nova,Flex,Skyline,Qualifier,14,8,14,39.51,185.93,0.63,35.45,0.81,No
Team Nova,Support,Frozen Base,Playoff,17,9,17,46.73,198.65,0.24,46.96,0.85,No
Titan Esports,Entry Fragger,Skyline,Group Stage,15,8,16,56.19,228.48,0.64,43.7,0.87,No
Titan Esports,Flex,Desert Storm,Playoff,7,5,14,39.24,226.47,0.15,23.12,0.73,No
Phantom Squad,Sniper,Desert Storm,Semi-Final,16,12,7,42.29,206.33,0.08,57.34,0.97,No
Team Nova,Sniper,Dust Arena,Final,18,8,8,45.54,209.48,0.16,57.17,1.0,No
